id,text,class
4177,hey everyone pray <number> me to get xanax at the doctors today,1
4178,another night of scratching like a crackhead because of this hydrocodone. but i need it to sleep through this pain ??????,1
4179,only in a good mood cause my vyvanse,1
4180,<user> yeah i took some klonopin and slept for a while :o,1
4181,<user> i tried to get on the grind but i can't shoot straight itll come back but morphine makes eyes blurry,1
4182,my hands are literally shaking for how nervous i am omg i haven't done this for two years omg  this woulda been a good time for that ativan,1
4183,i'ma need so alprazolam xr <number>mg to get me through these last <number> weeks to prevent me from getting a panic attack ????,1
4184,"going on a new psych drug is super scary. i always fret about it. seroquel is not a permanent gig for me, due to my pre-diabetes + <hashtag> bipolar",1
4185,"<user> yeah, tramadol is what i've been trying, don't like taking to much as it can make me not sleep!",1
4186,just stared at my nose for a solid <number> minutes. adderall had me like. <repeat> ??,1
4187,<user> haha! docs dont know anything <lolface> they put me on seroquel and that doesnt help anybody. but there's big dif between,1
4188,<user> <user> they also police the poor. i couldnít get my oxycodone prescription filled at a walgreens after my major surgery. they claim itís too dangerous in my poc neighborhood. the walgreens is right across from nypd <allcaps>s <number>th precinct btw <allcaps>,1
4189,"<number>st time in hospital for me. i've had <number> hr trolley wait for a bed, the special powers of morphine, a nurse that got me an eye mask to ease photophobia another made me laugh &amp; one that went beyond to get tto <allcaps>s so i could go home. it's the little things that count <hashtag> nursesareawesome",1
4190,i told my psychiatrist last week that i don't like to take my xanax at work. i feel likenit makes me less productive.,1
4191,"mother, clonazepam is not working again. <repeat>",1
4192,<user> i canít send help. iíve been in that type of pain on and off for <number> years. only tramadol helps. x,1
4193,trying to organise <number> family members and myself to get to bangor for my graduation is stress <allcaps> ???? i need a valium and a hug,1
4194,yay lyrica to the rescue,1
4195,ìiím gonna have to take a xanax the day of your graduationî ??,1
4196,knee is a bit better today - gotta love that tramadol.  still no cure for <hashtag>  dotard donnie,1
4197,i see a lot of comments on my adhd <allcaps> lately and i feel really shitty <sadface>. i don't know what to do. i quit taking adderall completely on december <number>st. i am prescribed.,1
4198,"so i toik my adderall that i'm proscribed for the first time since who knows. <repeat>  dudes i cleaned out the fridge, reorganized the pantry,  shampood my carpent and rearranged my damn room.",1
4199,<user> dood i know. last few weeks have been bad. the store is the worst for me. klonopin works wonders though.,1
4200,is it too late to take an adderall,1
4201,"i've literally been ""can't catch my breath"" level <number> anxious for <number> hours. <repeat>no wonder my head hurts.  i'm so happy klonopin exists.",1
4202,<user> they are a spectacular tool. i've also discovered that morphine makes me love everyone deeply. my nurses were thoroughly thanked.,1
4203,"when you take advil, caffeine pills, &amp; xanax to get thru the day, there's a problem. <hashtag> retailhell <hashtag> overthehill <hashtag> betterlivingthroughchemistry",1
4204,<user> i drive less now cos my eyes are normally blurry plus they've put my tramadol on the driving under influence list,1
4205,daisy just ate my valium that helps with muscle spasms. wish it would put her to sleep! <hashtag> toddlerdog <hashtag> gotobed,1
4206,in a similar woozy state to the time i had a massive dose of valium for a top-down endoscopy. family said it made me so nice &amp; not grumpy.,1
4207,dr.  prescribed alprazolam to help me fall asleep and i just donít ever take them and thatís a problem,1
4208,"pap smear are traumatizing for me lol my poor doc was like ""let's get you an ativan""",1
4209,oxycodone got me feelin' some type of way.,1
4210,thank u adderall &amp; xanax????,1
4211,"dropped my adderall prescription off, can't be filled until tomorrow morning <sadface>",1
4212,iíve taken it off for the night and iím taking some tramadol and putting an ice pack on my back.,1
4213,adderall made me clean my bedroom and bathroom at <number> am,1
4214,i hate taking vyvanse the first couple days of school because it makes me productive but i have nothing to do so it's like torture.,1
4215,if i don't get some goddamn xanax in the next hour i'm gonna fucking kick off,1
4216,i only have four more oxycodone how am i going to make it through the day,1
4217,<user> be very careful. i've been taking my xanax on and off and taking more than half a mg can turn a lightweight into jelly.,1
4218,"i'm getting angry. gabapentin is used by people who desperately need it, like me. the f* <elong>ing opioid crisis means no codeine for serious coughs, but gabapentin works great. i am so angry at the people who abuse it &amp; government who punishes decent people who actually need the meds",1
4219,"<user>  <elong>the gabapentin did not really help the pain and itching. what it did was make me pass out, literally.",1
4220,i would love to know at what point doctors will decide that i can have actual pain relief. iíve already had ten years of being told iím ìtoo youngî for anything more than tramadol. iím not sure why being young means i have to live in extreme pain rather than having pain relief . <repeat>,1
4221,the point in my life when i was prescribed three ativan a day was a weird time,1
4222,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> y'all have a great night. the xanax is kicking in so i'm gonna crash ?? love you guys ??,1
4223,<user> dolo then tramadol (unwillingly) both tried,1
4224,every time i take adderall and do a new reading i wanna change my entire thesis topic. wish i could ration this enthusiasm for the week,1
4225,"lol adderall suppose to help you focus, lmao i be spazzing ??",1
4226,the valium is probably helping too.,1
4227,tramadol is great just in case you were wondering,1
4228,"popped my sandals, broke my pinky toe, almost had to whoop some ass, almost got in a car accident, ended the night w /  a oxycodone <hashtag> dhp<number>",1
4229,xanax makes me feel drunk without feeling drunk <hashtag> neveragain,1
4230,<user> i was put on sodium valproate &amp; risperidone at <number> point. <repeat>therapist essentually medicalised my issues &amp; sent me to psychiatrist who told me i didn't need to be there but prescribed those meds anyway.,1
4231,"speaking of concerts, recently i found out from an old friend, that we saw <user> in the late <number>s in golden gate park. i have no memory of it. i broke my back shortly after &amp; was put on oxycontin. i lost a lot of memories &amp; more from that stuff not helping me really recover",1
4232,"haha i have a rx for <number> tramadol to try for post-surgery. since i have the morphine class allergy, trying out this one <smile>",1
4233,"sometimes i speed in school zones, from the adderall",1
4234,"<user> ear infection, half deaf, massive withdrawal from forgetting my meds, dizzy, shaking, heart pounding, need a valium so bad i would club a baby seal for one, but at least i can't get a period so i guess you win.",1
4235,<user> <user> <user> it isn't rhe best . thank god for imitrex and hydrocodone but they don't work all the time.,1
4236,walmart won't fill my vyvanse <number>mg wtf,1
4237,"in <number> years i have been prescribe<smile> citalopram fluoxetine priadel duloxetine diazepam venlafaxine and melatonin for my mental health. wonder when my psychiatrist will realise that coming off and going onto new medications constantly might be adding to, not reducing my problems.",1
4238,"bruh this oxycodone makes me dumb as hell. i have trouble carrying on conversations. my doc only prescribed me a small dose too. how did i know dudes in college that popped this like candy, double my dose, and then went and drank and partied? i can barely walk around my house",1
4239,iím mad as fuck that they took me off morphine and giving me these weak ass norco tht ainít helping my pain,1
4240,nn <elong> i had to retake seroquel bc i have been feeling off lately like i'm about to have a psychotic epi and i can afford thatbat this moment lol,1
